Segment,Category,Sub-Category,City,Order Date,Postal Code,Region,Ship Status,State,Profit,Quantity,Sales
Consumer,Office Supplies,Artwork and Statues,Jackson,27-May-20,39212,Southern,Late Delivery,Mississippi,62,3,535
Consumer,Office Supplies,Artwork and Statues,Jackson,14-Feb-20,39212,Southern,Early Delivery,Mississippi,-6,2,12
Corporate,Office Supplies,Artwork and Statues,Jackson,14-Dec-19,39212,Southern,Early Delivery,Mississippi,72,2,25
Home Office,Office Supplies,Artwork and Statues,Jackson,14-May-20,39212,Southern,Early Delivery,Mississippi,-13,4,11
Home Office,Office Supplies,Artwork and Statues,Jackson,14-May-20,39212,Southern,Early Delivery,Mississippi,53,3,358
Consumer,Technology,Cables and Connectors,Jackson,5-Jul-18,39212,Southern,Late Delivery,Mississippi,40,5,663
Consumer,Technology,Cables and Connectors,Jackson,30-Apr-18,39212,Southern,Early Delivery,Mississippi,-5,7,17
Consumer,Technology,Cables and Connectors,Jackson,19-Dec-20,39212,Southern,Early Delivery,Mississippi,-7,9,16
Home Office,Technology,Cables and Connectors,Jackson,10-Dec-21,39212,Southern,Late Delivery,Mississippi,13,1,79
Consumer,Office Furniture,Computer Chairs,Jackson,21-Aug-21,39212,Southern,Early Delivery,Mississippi,30,7,35
Consumer,Office Furniture,Corner Desks,Jackson,13-Dec-20,39212,Southern,Early Delivery,Mississippi,190,3,88
Corporate,Office Furniture,Corner Desks,Jackson,14-Dec-19,39212,Southern,Early Delivery,Mississippi,-25,3,13
Home Office,Office Furniture,Corner Desks,Jackson,19-Dec-20,39212,Southern,Early Delivery,Mississippi,3,3,62
Consumer,Office Supplies,Envelopes,Jackson,24-Oct-21,39212,Southern,On Schedule,Mississippi,-48,3,17
Home Office,Office Supplies,Envelopes,Jackson,7-Aug-20,39212,Southern,Early Delivery,Mississippi,-9,3,16
Corporate,Office Supplies,Folders,Jackson,17-Mar-18,39212,Southern,Early Delivery,Mississippi,81,2,9
Corporate,Office Supplies,Folders,Jackson,17-Mar-18,39212,Southern,Early Delivery,Mississippi,61,2,122
Home Office,Office Supplies,Folders,Jackson,10-Dec-21,39212,Southern,Late Delivery,Mississippi,12,2,17
Home Office,Office Supplies,Folders,Jackson,19-Dec-20,39212,Southern,Early Delivery,Mississippi,15,2,122
Home Office,Office Supplies,Folders,Jackson,14-May-20,39212,Southern,Early Delivery,Mississippi,7,2,13
Corporate,Office Supplies,Kitchen Appliances,Jackson,17-Mar-18,39212,Southern,Early Delivery,Mississippi,63,4,23
Consumer,Office Supplies,Label Maker Tape,Jackson,5-Jul-18,39212,Southern,Late Delivery,Mississippi,683,2,49
Consumer,Technology,Phone and Fax,Jackson,31-May-18,39212,Southern,Early Delivery,Mississippi,-694,3,49
Consumer,Technology,Phone and Fax,Jackson,31-May-18,39212,Southern,Early Delivery,Mississippi,-3,3,25
Home Office,Technology,Phone and Fax,Jackson,10-Dec-21,39212,Southern,Late Delivery,Mississippi,12,3,192
Consumer,Office Supplies,Printing Paper,Jackson,5-Jul-18,39212,Southern,Late Delivery,Mississippi,106,5,14
Consumer,Office Supplies,Printing Paper,Jackson,24-Jul-20,39212,Southern,Early Delivery,Mississippi,-13,5,18
Corporate,Office Supplies,Printing Paper,Jackson,17-Mar-18,39212,Southern,Early Delivery,Mississippi,64,5,19
Corporate,Office Supplies,Printing Paper,Jackson,17-Mar-18,39212,Southern,Early Delivery,Mississippi,1,5,80
Home Office,Office Supplies,Printing Paper,Jackson,14-Mar-20,39212,Southern,Early Delivery,Mississippi,0,5,196
Home Office,Office Supplies,Printing Paper,Jackson,14-Mar-20,39212,Southern,Early Delivery,Mississippi,43,5,553
Consumer,Office Furniture,Standard Desks,Jackson,24-Jul-20,39212,Southern,Early Delivery,Mississippi,16,3,460
Consumer,Office Supplies,Storage and Archive,Jackson,30-Nov-21,39212,Southern,Early Delivery,Mississippi,102,2,95
Consumer,Office Supplies,Storage and Archive,Jackson,24-Jul-20,39212,Southern,Early Delivery,Mississippi,38,2,45
Consumer,Technology,Cables and Connectors,Hattiesburg,7-Dec-21,39401,Southern,Early Delivery,Mississippi,-13,2,56
Corporate,Technology,Cables and Connectors,Hattiesburg,31-Jul-19,39401,Southern,On Schedule,Mississippi,6,5,23
Consumer,Office Furniture,Corner Desks,Hattiesburg,18-Jul-20,39401,Southern,On Schedule,Mississippi,17,3,70
Consumer,Office Supplies,Folders,Hattiesburg,18-Jul-20,39401,Southern,On Schedule,Mississippi,85,2,243
Consumer,Office Supplies,Folders,Hattiesburg,18-Jul-20,39401,Southern,On Schedule,Mississippi,18,2,393
Consumer,Office Supplies,Kitchen Appliances,Hattiesburg,7-Dec-21,39401,Southern,Early Delivery,Mississippi,-7,4,12
Consumer,Office Supplies,Printing Paper,Hattiesburg,18-Jul-20,39401,Southern,On Schedule,Mississippi,-6,5,50
Consumer,Office Supplies,Storage and Archive,Hattiesburg,18-Jul-20,39401,Southern,On Schedule,Mississippi,-1,2,11
Consumer,Office Furniture,Storage Cabinets,Hattiesburg,18-Jul-20,39401,Southern,On Schedule,Mississippi,11,4,25
Corporate,Office Furniture,Corner Desks,Gulfport,19-Mar-20,39503,Southern,Late Delivery,Mississippi,-18,3,40
Consumer,Office Supplies,Envelopes,Gulfport,14-May-21,39503,Southern,Late Delivery,Mississippi,-5,3,41
Corporate,Office Supplies,Folders,Gulfport,24-Jan-20,39503,Southern,Early Delivery,Mississippi,62,2,18
Consumer,Office Supplies,Artwork and Statues,Louisville,30-Apr-18,40214,Southern,Late Delivery,Kentucky,12,3,13
Consumer,Office Supplies,Artwork and Statues,Louisville,29-Dec-21,40214,Southern,On Schedule,Kentucky,49,4,18
Home Office,Technology,Cables and Connectors,Louisville,17-Aug-21,40214,Southern,On Schedule,Kentucky,2,3,275
Home Office,Technology,Cables and Connectors,Louisville,24-Jul-19,40214,Southern,Early Delivery,Kentucky,2,3,16
Consumer,Office Furniture,Computer Chairs,Louisville,13-Oct-19,40214,Southern,Early Delivery,Kentucky,20,2,88
Consumer,Office Furniture,Computer Chairs,Louisville,29-Dec-21,40214,Southern,On Schedule,Kentucky,16,2,29
Consumer,Office Furniture,Computer Chairs,Louisville,29-Dec-21,40214,Southern,On Schedule,Kentucky,3,2,45
Consumer,Office Furniture,Computer Chairs,Louisville,25-Dec-21,40214,Southern,On Schedule,Kentucky,843,2,52
Consumer,Office Furniture,Computer Chairs,Louisville,29-Dec-21,40214,Southern,On Schedule,Kentucky,11,2,32
Consumer,Office Furniture,Computer Chairs,Louisville,21-Apr-19,40214,Southern,Late Delivery,Kentucky,36,2,25
Corporate,Office Furniture,Computer Chairs,Louisville,25-Nov-21,40214,Southern,Late Delivery,Kentucky,12,2,78
Consumer,Office Furniture,Corner Desks,Louisville,21-Apr-19,40214,Southern,Late Delivery,Kentucky,16,2,30
Home Office,Office Furniture,Corner Desks,Louisville,21-Sep-20,40214,Southern,On Schedule,Kentucky,51,2,325
Home Office,Office Furniture,Corner Desks,Louisville,24-Jul-19,40214,Southern,Early Delivery,Kentucky,17,2,455
Consumer,Office Supplies,Envelopes,Louisville,3-Nov-20,40214,Southern,On Schedule,Kentucky,1,2,15
Consumer,Office Supplies,Folders,Louisville,29-Dec-21,40214,Southern,On Schedule,Kentucky,2,5,15
Consumer,Office Supplies,Folders,Louisville,21-Apr-19,40214,Southern,Late Delivery,Kentucky,11,6,70
Consumer,Office Supplies,Folders,Louisville,9-May-19,40214,Southern,Early Delivery,Kentucky,0,6,55
Home Office,Office Supplies,Folders,Louisville,27-May-21,40214,Southern,On Schedule,Kentucky,35,7,119
Home Office,Office Supplies,Folders,Louisville,17-Aug-21,40214,Southern,On Schedule,Kentucky,24,8,156
Home Office,Office Supplies,Folders,Louisville,24-Jul-19,40214,Southern,Early Delivery,Kentucky,77,8,39
Home Office,Office Supplies,Folders,Louisville,24-Jul-19,40214,Southern,Early Delivery,Kentucky,4,8,44
Corporate,Office Supplies,Kitchen Appliances,Louisville,26-May-21,40214,Southern,Late Delivery,Kentucky,5,5,27
Consumer,Office Supplies,Label Maker Tape,Louisville,26-Dec-20,40214,Southern,On Schedule,Kentucky,3,7,21
Consumer,Technology,Phone and Fax,Louisville,13-Oct-19,40214,Southern,Early Delivery,Kentucky,4,1,17
Consumer,Technology,Phone and Fax,Louisville,27-Jul-19,40214,Southern,On Schedule,Kentucky,9,1,39
Consumer,Technology,Phone and Fax,Louisville,21-Apr-19,40214,Southern,Late Delivery,Kentucky,5,2,26
Home Office,Technology,Phone and Fax,Louisville,27-May-21,40214,Southern,On Schedule,Kentucky,16,3,1677
Consumer,Office Supplies,Printing Paper,Louisville,4-May-20,40214,Southern,Late Delivery,Kentucky,57,2,192
Corporate,Office Supplies,Stationary Supplies,Louisville,26-May-21,40214,Southern,Late Delivery,Kentucky,117,1,991
Consumer,Office Supplies,Storage and Archive,Louisville,30-Apr-18,40214,Southern,Late Delivery,Kentucky,6,3,101
Consumer,Office Supplies,Storage and Archive,Louisville,13-Oct-21,40214,Southern,Late Delivery,Kentucky,6,3,23
Consumer,Office Supplies,Storage and Archive,Louisville,25-Dec-21,40214,Southern,On Schedule,Kentucky,7,3,448
Consumer,Office Supplies,Artwork and Statues,Georgetown,3-Sep-20,40324,Southern,Early Delivery,Kentucky,24,2,41
Consumer,Office Furniture,Corner Desks,Georgetown,3-Sep-20,40324,Southern,Early Delivery,Kentucky,7,1,35
Consumer,Office Supplies,Envelopes,Georgetown,11-Sep-21,40324,Southern,Early Delivery,Kentucky,11,2,88
Consumer,Office Supplies,Folders,Georgetown,3-Sep-20,40324,Southern,Early Delivery,Kentucky,11,6,42
Consumer,Office Supplies,Kitchen Appliances,Georgetown,11-Sep-21,40324,Southern,Early Delivery,Kentucky,152,4,42
Consumer,Technology,Phone and Fax,Georgetown,4-Dec-20,40324,Southern,Early Delivery,Kentucky,90,1,24
Consumer,Office Supplies,Storage and Archive,Georgetown,4-Dec-20,40324,Southern,Early Delivery,Kentucky,4,3,45
Consumer,Office Supplies,Storage and Archive,Georgetown,3-Sep-20,40324,Southern,Early Delivery,Kentucky,4,3,98
Consumer,Office Supplies,Artwork and Statues,Richmond,5-May-18,40475,Southern,Late Delivery,Kentucky,21,10,249
Corporate,Office Supplies,Artwork and Statues,Richmond,21-Nov-18,40475,Southern,Early Delivery,Kentucky,70,1,835
Corporate,Office Supplies,Artwork and Statues,Richmond,1-Nov-18,40475,Southern,Late Delivery,Kentucky,16,2,123
Consumer,Technology,Cables and Connectors,Richmond,9-Dec-21,40475,Southern,On Schedule,Kentucky,55,2,64
Corporate,Technology,Cables and Connectors,Richmond,11-Mar-18,40475,Southern,Early Delivery,Kentucky,6,2,38
Consumer,Office Furniture,Computer Chairs,Richmond,3-Jul-19,40475,Southern,On Schedule,Kentucky,24,2,16
Consumer,Office Furniture,Computer Chairs,Richmond,3-Feb-20,40475,Southern,Late Delivery,Kentucky,17,2,32
Home Office,Office Furniture,Computer Chairs,Richmond,30-Oct-21,40475,Southern,Late Delivery,Kentucky,7,3,153
Consumer,Office Supplies,Folders,Richmond,9-Dec-21,40475,Southern,On Schedule,Kentucky,107,5,319
Consumer,Office Supplies,Folders,Richmond,9-Dec-21,40475,Southern,On Schedule,Kentucky,46,5,43
Consumer,Office Supplies,Folders,Richmond,16-Oct-21,40475,Southern,Early Delivery,Kentucky,7,6,60
Corporate,Office Supplies,Folders,Richmond,5-Apr-18,40475,Southern,Early Delivery,Kentucky,48,7,39
Home Office,Office Supplies,Folders,Richmond,24-Nov-21,40475,Southern,On Schedule,Kentucky,18,7,105
Consumer,Office Supplies,Kitchen Appliances,Richmond,9-Dec-21,40475,Southern,On Schedule,Kentucky,2,4,32
Corporate,Office Supplies,Kitchen Appliances,Richmond,11-Mar-18,40475,Southern,Early Delivery,Kentucky,70,5,1705
Consumer,Office Supplies,Label Maker Tape,Richmond,3-Jul-19,40475,Southern,On Schedule,Kentucky,0,3,286
Consumer,Office Supplies,Label Maker Tape,Richmond,9-Dec-21,40475,Southern,On Schedule,Kentucky,6,5,3
Home Office,Office Supplies,Label Maker Tape,Richmond,30-Oct-21,40475,Southern,Late Delivery,Kentucky,141,4,4
Corporate,Technology,Phone and Fax,Richmond,11-Mar-18,40475,Southern,Early Delivery,Kentucky,55,2,4
Corporate,Technology,Phone and Fax,Richmond,21-Nov-18,40475,Southern,Early Delivery,Kentucky,121,2,3
Consumer,Technology,Printers,Richmond,9-Dec-21,40475,Southern,On Schedule,Kentucky,158,3,4
Corporate,Office Supplies,Printing Paper,Richmond,6-Nov-21,40475,Southern,Early Delivery,Kentucky,-8,2,3
Consumer,Office Supplies,Printing Paper,Richmond,5-May-18,40475,Southern,Late Delivery,Kentucky,59,2,15
Consumer,Office Supplies,Printing Paper,Richmond,5-May-18,40475,Southern,Late Delivery,Kentucky,12,2,4
Corporate,Office Supplies,Printing Paper,Richmond,5-Aug-21,40475,Southern,Late Delivery,Kentucky,49,2,9
Corporate,Office Supplies,Printing Paper,Richmond,11-Mar-18,40475,Southern,Early Delivery,Kentucky,8,2,3
Corporate,Office Supplies,Printing Paper,Richmond,3-Nov-21,40475,Southern,Early Delivery,Kentucky,137,2,25
Corporate,Office Supplies,Printing Paper,Richmond,21-Nov-18,40475,Southern,Early Delivery,Kentucky,16,2,4
Home Office,Office Supplies,Stationary Supplies,Richmond,30-Oct-21,40475,Southern,Late Delivery,Kentucky,13,2,5
Consumer,Office Supplies,Storage and Archive,Richmond,9-Dec-21,40475,Southern,On Schedule,Kentucky,6,3,77
Corporate,Office Supplies,Storage and Archive,Richmond,1-Nov-18,40475,Southern,Late Delivery,Kentucky,16,3,130
Corporate,Office Supplies,Storage and Archive,Richmond,21-Nov-18,40475,Southern,Early Delivery,Kentucky,16,3,110
Home Office,Office Supplies,Storage and Archive,Richmond,30-Oct-21,40475,Southern,Late Delivery,Kentucky,31,3,44
Home Office,Office Supplies,Storage and Archive,Richmond,24-Nov-21,40475,Southern,On Schedule,Kentucky,0,3,4
Corporate,Office Supplies,Artwork and Statues,Florence,21-Aug-19,41042,Southern,Early Delivery,Kentucky,32,3,35
Corporate,Office Supplies,Artwork and Statues,Florence,21-Aug-19,41042,Southern,Early Delivery,Kentucky,30,4,82
Consumer,Technology,Cables and Connectors,Florence,24-Aug-19,41042,Southern,Early Delivery,Kentucky,15,2,24
Home Office,Technology,Cables and Connectors,Florence,16-Sep-21,41042,Southern,Early Delivery,Kentucky,0,3,11
Consumer,Office Furniture,Computer Chairs,Florence,16-Jun-21,41042,Southern,Late Delivery,Kentucky,3,2,5
Consumer,Office Supplies,Kitchen Appliances,Florence,16-Jun-21,41042,Southern,Late Delivery,Kentucky,4,4,4
Consumer,Technology,Phone and Fax,Florence,16-Jun-21,41042,Southern,Late Delivery,Kentucky,5,8,42
Consumer,Technology,Phone and Fax,Florence,16-Jun-21,41042,Southern,Late Delivery,Kentucky,1,9,60
Consumer,Technology,Phone and Fax,Florence,24-Aug-19,41042,Southern,Early Delivery,Kentucky,4,1,674
Consumer,Technology,Printers,Florence,24-Aug-19,41042,Southern,Early Delivery,Kentucky,23,3,68
Consumer,Office Furniture,Corner Desks,Murray,4-Dec-20,42071,Southern,On Schedule,Kentucky,11,7,14
Consumer,Office Supplies,Kitchen Appliances,Murray,3-Mar-21,42071,Southern,Early Delivery,Kentucky,50,5,15
Consumer,Technology,Cables and Connectors,Bowling Green,21-Dec-21,42104,Southern,Late Delivery,Kentucky,88,2,24
Corporate,Office Furniture,Computer Chairs,Bowling Green,17-Jul-20,42104,Southern,Early Delivery,Kentucky,23,2,8
Consumer,Office Supplies,Printing Paper,Owensboro,7-May-19,42301,Southern,Early Delivery,Kentucky,757,2,49
Corporate,Office Supplies,Stationary Supplies,Owensboro,24-Aug-18,42301,Southern,Early Delivery,Kentucky,29,1,10
Consumer,Office Supplies,Artwork and Statues,Henderson,2-Nov-20,42420,Southern,Late Delivery,Kentucky,19,2,69
Consumer,Office Supplies,Artwork and Statues,Henderson,2-Nov-20,42420,Southern,Late Delivery,Kentucky,0,6,8
Consumer,Office Supplies,Artwork and Statues,Henderson,9-Jan-19,42420,Southern,Early Delivery,Kentucky,30,2,23
Home Office,Office Supplies,Artwork and Statues,Henderson,6-Jan-18,42420,Southern,Early Delivery,Kentucky,5,2,589
Corporate,Technology,Cables and Connectors,Henderson,2-Nov-21,42420,Southern,On Schedule,Kentucky,21,2,9
Consumer,Office Furniture,Computer Chairs,Henderson,7-Nov-20,42420,Southern,On Schedule,Kentucky,-47,2,6
Consumer,Office Furniture,Computer Chairs,Henderson,7-Dec-19,42420,Southern,Early Delivery,Kentucky,-83,2,9
Corporate,Office Furniture,Computer Chairs,Henderson,2-Nov-21,42420,Southern,On Schedule,Kentucky,12,2,26
Home Office,Office Furniture,Computer Chairs,Henderson,6-Jan-18,42420,Southern,Early Delivery,Kentucky,113,3,6
Consumer,Office Furniture,Corner Desks,Henderson,28-Oct-19,42420,Southern,On Schedule,Kentucky,12,3,1218
Consumer,Office Furniture,Corner Desks,Henderson,28-Oct-19,42420,Southern,On Schedule,Kentucky,3,6,6
Consumer,Office Furniture,Corner Desks,Henderson,2-Nov-20,42420,Southern,Late Delivery,Kentucky,3,1,3
Consumer,Office Furniture,Corner Desks,Henderson,16-Feb-20,42420,Southern,Late Delivery,Kentucky,8,2,6
Consumer,Office Furniture,Corner Desks,Henderson,19-Nov-21,42420,Southern,Early Delivery,Kentucky,7,2,6
Home Office,Office Furniture,Corner Desks,Henderson,31-Mar-21,42420,Southern,Early Delivery,Kentucky,10,2,5
Home Office,Office Furniture,Corner Desks,Henderson,20-Nov-21,42420,Southern,Early Delivery,Kentucky,69,2,6
Consumer,Office Supplies,Envelopes,Henderson,28-Oct-19,42420,Southern,On Schedule,Kentucky,0,2,5
Consumer,Office Supplies,Envelopes,Henderson,2-Nov-20,42420,Southern,Late Delivery,Kentucky,4,2,10
Corporate,Office Supplies,Envelopes,Henderson,2-Nov-21,42420,Southern,On Schedule,Kentucky,20,2,9
Home Office,Office Supplies,Envelopes,Henderson,30-Nov-19,42420,Southern,Early Delivery,Kentucky,20,2,10
Home Office,Office Supplies,Envelopes,Henderson,30-Nov-19,42420,Southern,Early Delivery,Kentucky,24,2,8
Home Office,Office Supplies,Envelopes,Henderson,6-Jan-18,42420,Southern,Early Delivery,Kentucky,22,2,12
Consumer,Office Supplies,Folders,Henderson,16-Feb-20,42420,Southern,Late Delivery,Kentucky,6,5,264
Consumer,Office Supplies,Folders,Henderson,19-Nov-21,42420,Southern,Early Delivery,Kentucky,3,5,286
Consumer,Office Supplies,Folders,Henderson,2-Sep-21,42420,Southern,Early Delivery,Kentucky,7,6,24
Corporate,Office Supplies,Folders,Henderson,31-Dec-19,42420,Southern,On Schedule,Kentucky,17,7,17
Corporate,Office Supplies,Folders,Henderson,13-Dec-18,42420,Southern,Early Delivery,Kentucky,57,7,282
Corporate,Office Supplies,Folders,Henderson,31-Dec-19,42420,Southern,On Schedule,Kentucky,115,7,11
Corporate,Office Supplies,Folders,Henderson,31-Dec-19,42420,Southern,On Schedule,Kentucky,10,7,14
Corporate,Office Supplies,Folders,Henderson,31-Dec-19,42420,Southern,On Schedule,Kentucky,24,7,9
Home Office,Office Supplies,Folders,Henderson,6-Jan-18,42420,Southern,Early Delivery,Kentucky,19,7,34
Consumer,Office Supplies,Kitchen Appliances,Henderson,7-Dec-19,42420,Southern,Early Delivery,Kentucky,-6,4,14
Consumer,Office Supplies,Kitchen Appliances,Henderson,9-Jan-19,42420,Southern,Early Delivery,Kentucky,10,4,8
Corporate,Office Supplies,Label Maker Tape,Henderson,9-May-18,42420,Southern,On Schedule,Kentucky,1,3,8
Corporate,Office Supplies,Label Maker Tape,Henderson,9-May-18,42420,Southern,On Schedule,Kentucky,40,1,20
Home Office,Technology,Phone and Fax,Henderson,31-Mar-21,42420,Southern,Early Delivery,Kentucky,2,2,16
Home Office,Technology,Phone and Fax,Henderson,6-Jan-18,42420,Southern,Early Delivery,Kentucky,1,2,2153
Home Office,Technology,Phone and Fax,Henderson,6-Jan-18,42420,Southern,Early Delivery,Kentucky,15,3,40
Consumer,Office Supplies,Printing Paper,Henderson,9-Jan-19,42420,Southern,Early Delivery,Kentucky,7,2,25
Consumer,Office Supplies,Printing Paper,Henderson,9-Jan-19,42420,Southern,Early Delivery,Kentucky,50,2,398
Corporate,Office Supplies,Printing Paper,Henderson,9-May-18,42420,Southern,On Schedule,Kentucky,20,2,7
Home Office,Office Supplies,Printing Paper,Henderson,6-Jan-18,42420,Southern,Early Delivery,Kentucky,8,2,50
Consumer,Office Furniture,Standard Desks,Henderson,2-Nov-20,42420,Southern,Late Delivery,Kentucky,1,10,18
Consumer,Office Supplies,Storage and Archive,Henderson,28-Oct-19,42420,Southern,On Schedule,Kentucky,5,3,11
Corporate,Office Supplies,Storage and Archive,Henderson,9-May-18,42420,Southern,On Schedule,Kentucky,166,3,13
Corporate,Office Supplies,Storage and Archive,Henderson,2-Nov-21,42420,Southern,On Schedule,Kentucky,95,3,415
Corporate,Office Supplies,Storage and Archive,Henderson,21-Apr-18,42420,Southern,Early Delivery,Kentucky,0,3,35
Consumer,Office Furniture,Storage Cabinets,Henderson,7-Nov-20,42420,Southern,On Schedule,Kentucky,-46,1,14
Consumer,Office Supplies,Artwork and Statues,Dublin,24-Dec-19,43017,Eastern,Late Delivery,Ohio,1,4,13
Consumer,Office Supplies,Artwork and Statues,Dublin,16-Jun-21,43017,Eastern,Early Delivery,Ohio,3,7,12
Consumer,Technology,Cables and Connectors,Dublin,16-Jun-21,43017,Eastern,Early Delivery,Ohio,122,3,14
Corporate,Technology,Cables and Connectors,Dublin,8-Sep-21,43017,Eastern,On Schedule,Ohio,16,2,14
Consumer,Office Furniture,Corner Desks,Dublin,24-Dec-19,43017,Eastern,Late Delivery,Ohio,5,4,11
Consumer,Office Supplies,Envelopes,Dublin,24-Dec-19,43017,Eastern,Late Delivery,Ohio,794,9,40
Consumer,Office Supplies,Folders,Dublin,24-Dec-19,43017,Eastern,Late Delivery,Ohio,129,10,201
Consumer,Office Supplies,Folders,Dublin,1-Jun-21,43017,Eastern,Late Delivery,Ohio,7,1,5
Consumer,Technology,Phone and Fax,Dublin,1-Jun-21,43017,Eastern,Late Delivery,Ohio,4,3,31
Consumer,Technology,Printers,Dublin,24-Dec-19,43017,Eastern,Late Delivery,Ohio,1,2,5
Consumer,Office Supplies,Printing Paper,Dublin,24-Dec-19,43017,Eastern,Late Delivery,Ohio,52,3,16
Consumer,Office Supplies,Printing Paper,Dublin,1-Jun-21,43017,Eastern,Late Delivery,Ohio,25,5,16
Corporate,Office Furniture,Standard Desks,Dublin,29-Apr-21,43017,Eastern,Late Delivery,Ohio,46,2,18
Consumer,Office Supplies,Artwork and Statues,Newark,19-Oct-20,43055,Eastern,Late Delivery,Ohio,7,2,48
Consumer,Office Supplies,Artwork and Statues,Newark,28-Feb-20,43055,Eastern,Early Delivery,Ohio,3,3,332
Corporate,Office Supplies,Artwork and Statues,Newark,20-Jul-20,43055,Eastern,On Schedule,Ohio,4,3,142
Corporate,Office Supplies,Artwork and Statues,Newark,27-Dec-21,43055,Eastern,On Schedule,Ohio,3,7,37
Consumer,Technology,Cables and Connectors,Newark,2-May-20,43055,Eastern,Late Delivery,Ohio,1,3,325
Consumer,Technology,Cables and Connectors,Newark,2-May-20,43055,Eastern,Late Delivery,Ohio,4,4,39
Consumer,Technology,Cables and Connectors,Newark,15-Dec-19,43055,Eastern,Late Delivery,Ohio,5,5,77
Corporate,Technology,Cables and Connectors,Newark,19-Jun-21,43055,Eastern,Early Delivery,Ohio,224,1,71
Corporate,Technology,Cables and Connectors,Newark,6-Nov-20,43055,Eastern,Early Delivery,Ohio,151,3,286
Consumer,Office Furniture,Computer Chairs,Newark,21-Nov-19,43055,Eastern,Early Delivery,Ohio,241,5,395
Corporate,Office Furniture,Computer Chairs,Newark,19-Jun-21,43055,Eastern,Early Delivery,Ohio,43,5,195
Home Office,Office Furniture,Corner Desks,Newark,22-Oct-18,43055,Eastern,On Schedule,Ohio,5,4,26
Consumer,Office Furniture,Corner Desks,Newark,24-Sep-21,43055,Eastern,Early Delivery,Ohio,6,4,48
Consumer,Office Furniture,Corner Desks,Newark,2-May-20,43055,Eastern,Late Delivery,Ohio,10,5,70
Consumer,Office Furniture,Corner Desks,Newark,15-Dec-19,43055,Eastern,Late Delivery,Ohio,-12,5,25
Consumer,Office Furniture,Corner Desks,Newark,20-Nov-21,43055,Eastern,On Schedule,Ohio,2,6,16
Consumer,Office Furniture,Corner Desks,Newark,20-Nov-21,43055,Eastern,On Schedule,Ohio,13,3,21
Corporate,Office Furniture,Corner Desks,Newark,19-Jun-21,43055,Eastern,Early Delivery,Ohio,10,8,21
Consumer,Office Supplies,Envelopes,Newark,25-Feb-20,43055,Eastern,Early Delivery,Ohio,5,1,227
Consumer,Office Supplies,Folders,Newark,13-Jan-18,43055,Eastern,Early Delivery,Ohio,10,2,769
Corporate,Office Supplies,Folders,Newark,20-Jul-20,43055,Eastern,On Schedule,Ohio,6,2,124
Consumer,Office Supplies,Label Maker Tape,Newark,2-May-20,43055,Eastern,Late Delivery,Ohio,7,5,26
Corporate,Office Supplies,Label Maker Tape,Newark,28-Apr-18,43055,Eastern,Early Delivery,Ohio,8,2,13
Consumer,Technology,Phone and Fax,Newark,15-Dec-19,43055,Eastern,Late Delivery,Ohio,3,3,79
Corporate,Technology,Phone and Fax,Newark,27-Dec-21,43055,Eastern,On Schedule,Ohio,8,3,84
Corporate,Technology,Phone and Fax,Newark,12-Nov-21,43055,Eastern,On Schedule,Ohio,6,1,30
Consumer,Technology,Printers,Newark,15-Dec-19,43055,Eastern,Late Delivery,Ohio,49,2,37
Consumer,Technology,Printers,Newark,2-May-20,43055,Eastern,Late Delivery,Ohio,0,2,61
Consumer,Office Supplies,Printing Paper,Newark,13-Jan-18,43055,Eastern,Early Delivery,Ohio,2,2,18
Consumer,Office Supplies,Stationary Supplies,Newark,21-Nov-19,43055,Eastern,Early Delivery,Ohio,83,9,18
Consumer,Office Supplies,Storage and Archive,Newark,2-May-20,43055,Eastern,Late Delivery,Ohio,239,6,232
Corporate,Office Supplies,Storage and Archive,Newark,20-Jul-20,43055,Eastern,On Schedule,Ohio,7,8,680
Corporate,Office Supplies,Storage and Archive,Newark,20-Jul-20,43055,Eastern,On Schedule,Ohio,4,1,29
Corporate,Office Supplies,Storage and Archive,Newark,28-Apr-18,43055,Eastern,Early Delivery,Ohio,8,1,15
Corporate,Office Supplies,Storage and Archive,Newark,28-Apr-18,43055,Eastern,Early Delivery,Ohio,1,1,91
Consumer,Office Supplies,Folders,Grove City,14-Nov-21,43123,Eastern,On Schedule,Ohio,4,12,62
Consumer,Technology,Phone and Fax,Grove City,14-Nov-21,43123,Eastern,On Schedule,Ohio,5,2,84
Home Office,Office Supplies,Artwork and Statues,Lancaster,9-Sep-18,43130,Eastern,Late Delivery,Ohio,12,2,186
Consumer,Technology,Cables and Connectors,Lancaster,26-Dec-20,43130,Eastern,On Schedule,Ohio,17,1,18
Consumer,Technology,Cables and Connectors,Lancaster,11-Apr-21,43130,Eastern,Early Delivery,Ohio,3,6,4306
Consumer,Technology,Cables and Connectors,Lancaster,24-Nov-20,43130,Eastern,Late Delivery,Ohio,12,1,26
Corporate,Technology,Cables and Connectors,Lancaster,4-Nov-21,43130,Eastern,Early Delivery,Ohio,7,3,17
Home Office,Technology,Cables and Connectors,Lancaster,26-Sep-18,43130,Eastern,Early Delivery,Ohio,36,5,31
Consumer,Office Furniture,Computer Chairs,Lancaster,4-Sep-20,43130,Eastern,On Schedule,Ohio,22,6,578
Home Office,Office Furniture,Corner Desks,Lancaster,9-Sep-18,43130,Eastern,Late Delivery,Ohio,11,1,1080
